date,open,high,low,close,adj-close,volume
1981-12-31,5.161518,5.256808,5.129755,5.145637,1.046710,1420670
1982-01-04,5.097992,5.129755,5.050347,5.066229,1.030557,2069219
1982-01-05,4.939176,5.034466,4.843886,4.875650,0.991790,4173857
1982-01-06,4.843886,5.002702,4.685071,4.780360,0.972405,3855878
1982-01-07,4.732715,4.780360,4.685071,4.732715,0.962714,1511183
1982-01-08,4.716834,4.780360,4.637426,4.637426,0.943331,1861431
1982-01-11,4.542136,4.653307,4.415083,4.446847,0.904564,2428125
1982-01-12,4.399202,4.494491,4.303912,4.367439,0.888410,3504056
1982-01-13,4.415083,4.478610,4.335675,4.351557,0.885180,1692210
1982-01-14,4.383320,4.478610,4.288031,4.478610,0.911025,2596559
1982-01-15,4.748597,4.986821,4.510373,4.923294,1.001481,7508692
1982-01-18,4.955058,5.097992,4.796242,5.097992,1.037017,7078162
1982-01-19,5.050347,5.177400,4.923294,4.955058,1.007942,7444152
1982-01-20,4.780360,4.907413,4.653307,4.716834,0.959484,5527625
1982-01-21,4.812123,4.875650,4.732715,4.812123,0.978867,7028576
1982-01-22,4.843886,4.891531,4.780360,4.796242,0.975636,2916898
1982-01-25,4.843886,4.970939,4.716834,4.970939,1.011173,3098713
1982-01-26,4.986821,5.082110,4.891531,4.923294,1.001481,3584338
1982-01-27,4.955058,5.018584,4.891531,4.955058,1.007942,2958613
1982-01-28,4.970939,5.018584,4.907413,4.986821,1.014403,4318678
1982-01-29,5.018584,5.097992,4.939176,4.955058,1.007942,6637400
1982-02-01,4.812123,4.891531,4.716834,4.812123,0.992869,2565076
1982-02-02,4.764478,4.812123,4.700952,4.700952,0.969932,2463543
1982-02-03,4.621544,4.748597,4.494491,4.526255,0.933887,2934214
1982-02-04,4.605663,4.700952,4.494491,4.685071,0.966655,4710641
1982-02-05,4.669189,4.748597,4.589781,4.700952,0.969932,4278538
1982-02-08,4.573899,4.700952,4.446847,4.462728,0.920779,2663460
1982-02-09,4.383320,4.462728,4.303912,4.367439,0.901119,4531188
1982-02-10,4.430965,4.462728,4.383320,4.415083,0.910949,3217561
1982-02-11,4.669189,4.891531,4.430965,4.891531,1.009254,5796804
1982-02-12,4.732715,4.891531,4.558018,4.685071,0.966655,8000613
1982-02-16,4.621544,4.732715,4.510373,4.700952,0.969932,3146724
1982-02-17,4.558018,4.685071,4.415083,4.478610,0.924056,3310436
1982-02-18,4.478610,4.542136,4.399202,4.430965,0.914227,2898796
1982-02-19,4.319794,4.462728,4.176859,4.256267,0.878181,4030609
1982-02-22,4.049807,4.272149,3.827464,3.906872,0.806091,3710270
1982-02-23,4.097451,4.288031,3.906872,4.224504,0.871628,4094362
1982-02-24,4.240386,4.351557,4.129215,4.208623,0.868351,5476465
1982-02-25,4.113333,4.208623,4.018044,4.065688,0.838860,2432848
1982-02-26,4.081570,4.129215,4.018044,4.081570,0.842137,2063710
1982-03-01,4.049807,4.097451,4.002162,4.002162,0.825752,2313212
1982-03-02,3.954517,4.049807,3.843346,3.875109,0.799538,2203022
1982-03-03,3.763938,3.827464,3.684530,3.763938,0.776601,4190385
1982-03-04,3.795701,3.843346,3.732175,3.763938,0.776601,4446184
1982-03-05,3.748056,3.827464,3.652767,3.700412,0.763493,2695731
1982-03-08,3.636885,3.763938,3.509832,3.541596,0.730725,2157371
1982-03-09,3.557477,3.684530,3.430425,3.589240,0.740555,2588688
1982-03-10,3.557477,3.605122,3.493951,3.493951,0.720895,3031811
1982-03-11,3.509832,3.557477,3.446306,3.509832,0.724172,4148670
